"Monto";"Cantidad";"level3";"Proveedor";"Municipios"
359.131;3;Empanadas, tartas y pies;"""Panaderia Condell""";Municipalidad de Olmué
159.897;1;Empanadas, tartas y pies;"""YOHANA""";Municipalidad de Caldera
30.122;1;Aceites vegetales y grasas comestibles;"""chilefresh""";Municipalidad de Macúl
876.620;3;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""EDGARDO FIERRO POBLETE""";Municipalidad de Romeral
502.794;3;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""Almacenes Eca""";Municipalidad de Cochrane
603.460;3;Aceites vegetales y grasas comestibles;"""PANADERIA SAN JOSE""";Municipalidad de San Clemente
391.961;1;Aceites vegetales y grasas comestibles;"""Raul Eugenio Montecinos Araya""";Municipalidad de Coyhaique
529.524;1;Aceites vegetales y grasas comestibles;"""COMERCIAL SOLO FRESCO SA""";Municipalidad de Chimbarongo
146.249;1;Aceites vegetales y grasas comestibles;"""Yhonn Provost""";Municipalidad de Lanco
1.934.559;3;Aceites vegetales y grasas comestibles;"""DIMERC S.A.""";Municipalidad de San Felipe
3.970.708;4;Ensaladas preparadas;"""COMERCIAL SOLO FRESCO SA""";Municipalidad de Huechuraba
1.644.048;8;Aceites vegetales y grasas comestibles;"""SORAYA ANICH ALLEL""";Municipalidad de Rio Hurtado
254.139;1;Bebidas y comidas infantiles;"""rodrigo javier""";Municipalidad de Ercilla
621.542;1;Aceites vegetales y grasas comestibles;"""Zabeth del Carmen Cerda Etchepare""";Municipalidad de Cunco
114.218;2;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""Luvaly SPA""";Municipalidad de Temuco
126.883;1;Grasas y aceites animales comestibles;"""TRANSPORTES BERNABE PEREIRA""";Municipalidad de Canela
217.914;1;Aceites vegetales y grasas comestibles;"""Eduplays Import. Export y Comercialzadora LTDA""";Municipalidad de La Florida
1.385.939;4;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""MILDREN MUÑOZ GUTIERREZ""";Municipalidad de Hualqui
107.488;2;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""DIMERC S.A.""";Municipalidad de Coelemu
393.104;1;Grasas y aceites animales comestibles;"""Cecilia Alvarez Uribe""";Municipalidad de Aysén
202.861;1;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""Victor Rosales Comercializadora E.I.R.L""";Municipalidad de Tomé
371.768;4;Empanadas, tartas y pies;"""Patricia Paz Beltran""";Municipalidad de Taltal
186.140;1;Bebidas y comidas infantiles;"""Comercial Flor María""";Municipalidad de Monte Patria
7.956.585;3;Aceites vegetales y grasas comestibles;"""DEMERCADO""";Municipalidad de Huechuraba
6.525.667;3;Aceites vegetales y grasas comestibles;"""CARLOS HUMBERTO""";Municipalidad de Renaico
100.248;3;Bebidas y comidas infantiles;"""ComercialrRossy""";Municipalidad de San Ignacio
5.771.162;12;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""Victor Rosales Comercializadora E.I.R.L""";Municipalidad de Hualpén
1.718.226;2;Empanadas, tartas y pies;"""Comercial Flor María""";Municipalidad de Monte Patria
75.817;1;Aceites vegetales y grasas comestibles;"""Luvaly SPA""";Municipalidad de Pitrufquén
860.616;2;Aceites vegetales y grasas comestibles;"""DIMERC S.A.""";Municipalidad de Cartagena
217.917;1;Aceites vegetales y grasas comestibles;"""RED OFFICE SUR LTDA.""";Municipalidad de Freire
1.334.993;3;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""DIMERC S.A.""";Municipalidad de Cañete
3.735.732;4;Bebidas y comidas infantiles;"""BORIS ALEXIS """;Municipalidad de Pemuco
2.201.116;2;Acompañamientos preparados;"""COMERCIAL SOLO FRESCO SA""";Municipalidad de Huechuraba
82.112;1;Aceites vegetales y grasas comestibles;"""Punto Rabie""";Municipalidad de Padre Las Casas
152.942;1;Aceites vegetales y grasas comestibles;"""Liseth Diaz Ramirez """;Municipalidad de Victoria
903.519;3;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""HUERTOS DEL SUR""";Municipalidad de Olivar
880.481;2;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""Puestos Varios Patricia""";Municipalidad de Pencahue
297.391;1;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""PRISA S.A.""";Municipalidad de Ovalle
11.292;1;Aceites vegetales y grasas comestibles;"""Redoffice""";Municipalidad de Santa Cruz
1.179.312;3;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""Cecilia Alvarez Uribe""";Municipalidad de Aysén
2.384.641;1;Aceites vegetales y grasas comestibles;"""COMERCIALIZADORA PEREZ ESPINOZA""";Municipalidad de Santiago
209.307;1;Empanadas, tartas y pies;"""HITECSA LTDA.""";Municipalidad de Santiago
782.176;3;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""Luis Alberto""";Municipalidad de Longaví
81.005;1;Acompañamientos preparados;"""supermercado prat""";Municipalidad de Ninhue
752.936;1;Aceites vegetales y grasas comestibles;"""OLGA DEL CARMEN CANALES ORELLANA""";Municipalidad de Collipulli
288.950;1;Aceites vegetales y grasas comestibles;"""Victor Rosales Comercializadora E.I.R.L""";Municipalidad de Tirúa
1.231.953;3;Empanadas, tartas y pies;"""pasteleria tatiyan Ltda.""";Municipalidad de Los Ángeles
29.661;1;Aceites vegetales y grasas comestibles;"""RIZZIERCI RENE ANTONIO MUNOZ FUENTES""";Municipalidad de Parral
3.997.556;1;Acompañamientos preparados;"""G & S""";Municipalidad de Los Andes
131.705;1;Bebidas y comidas infantiles;"""Patricia Paz Beltran""";Municipalidad de Taltal
335.750;1;Aceites vegetales y grasas comestibles;"""Gonzalo Javier""";Municipalidad de Guaitecas
4.404.096;2;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""COMERCIAL SOLO FRESCO SA""";Municipalidad de Santiago
40.613;1;Grasas y aceites animales comestibles;"""SUPERMERCADO LA VERBENA""";Municipalidad de Quinta Normal
2.172.979;4;Empanadas, tartas y pies;"""SILVIA VERONICA""";Municipalidad de Bulnes
280.180;4;Aceites vegetales y grasas comestibles;"""SUPERMERCADO GHISELLINI""";Municipalidad de Los Sauces
483.735;2;Empanadas, tartas y pies;"""Comercial Javiera""";Municipalidad de Pinto
283.910;1;Aceites vegetales y grasas comestibles;"""Natura-Lista""";Municipalidad de Concón
193.306;1;Aceites vegetales y grasas comestibles;"""HUERTOS DEL SUR""";Municipalidad de Estación Central
78.642;2;Empanadas, tartas y pies;"""panaderia el grano""";Municipalidad de Lumaco
1.742.919;1;Ensaladas preparadas;"""Redoffice""";Municipalidad de El Bosque
390.443;1;Empanadas, tartas y pies;"""Nury Márquez Macías""";Municipalidad de Puerto Saavedra
151.612;1;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""VICTOR ARIEL""";Municipalidad de Sagrada Familia
175.980;6;Aceites vegetales y grasas comestibles;"""HELLRIEGEL AROCA ALFREDO AUGUSTO Y OTROS""";Municipalidad de Cisnes
99.702;1;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""PRISA S.A.""";Municipalidad de Padre Hurtado
126.212;1;Aceites vegetales y grasas comestibles;"""SUPERMERCADO Y PANADERIA BRICEÑO""";Municipalidad de Hualqui
28.351;1;Aceites vegetales y grasas comestibles;"""Redoffice""";Municipalidad de Talca
389.718;3;Aceites vegetales y grasas comestibles;"""Anyela fernanda""";Municipalidad de Colbún
23.557;1;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""claudiomaldonadoc""";Municipalidad de Cochamó
254.174;1;Empanadas, tartas y pies;"""Loreto Jacqueline""";Municipalidad de Chile Chico
4.291.129;1;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""Redoffice""";Municipalidad de Cerrillos
46.375;1;Aceites vegetales y grasas comestibles;"""FERRETERIA Y SUPERMERCADO LA COLERICA""";Municipalidad de Cobquecura
523.882;10;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""JUAN ENRIQUE""";Municipalidad de Peralillo
269.347;1;Acompañamientos preparados;"""Almacen por Menor - Botilleria Los Tatas""";Municipalidad de Pelluhue
5.409.428;11;Empanadas, tartas y pies;"""ComercialrRossy""";Municipalidad de San Ignacio
1.625.182;2;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""DIMERC S.A.""";Municipalidad de Estación Central
679.841;3;Bebidas y comidas infantiles;"""EBENEZER2""";Municipalidad de Pozo al Monte
947.104;4;Ensaladas preparadas;"""DISTRIBUIDORA REGIONAL VALDIVIA LTDA.""";Municipalidad de La Unión
474.465;1;Ensaladas preparadas;"""Redoffice""";Municipalidad de Vallenar
2.968.813;2;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""CARLOS HUMBERTO""";Municipalidad de Los Sauces
93.522;1;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""Redoffice""";Municipalidad de Paredones
358.471;1;Grasas y aceites animales comestibles;"""Javiera Constanza Romero Romero""";Municipalidad de Colbún
1.788.419;39;Bebidas y comidas infantiles;"""ecuanaser""";Municipalidad de Isla de Maipo
266.630;1;Aceites vegetales y grasas comestibles;"""CECINAS LANALHUE NEFTALI NEIRA EIRL""";Municipalidad de Contulmo
163.836;2;Empanadas, tartas y pies;"""COMERCIALIZADORA DE ALIMENTOS GIMENA VEGA E.I.R.L.""";Municipalidad de Punitaqui
837.903;3;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""Victor Rosales Comercializadora E.I.R.L""";Municipalidad de Chiguayante
401.009;4;Aceites vegetales y grasas comestibles;"""santalidia""";Municipalidad de Portezuelo
372.540;3;Acompañamientos preparados;"""Abastecedora del Comercio Ltda.""";Municipalidad de Maipú
391.445;1;Bebidas y comidas infantiles;"""SUPERMERCADO SANTA BIANCA""";Municipalidad de Vallenar
1.149.678;3;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""Javiera Constanza Romero Romero""";Municipalidad de Colbún
508.348;2;Empanadas, tartas y pies;"""Anita806""";Municipalidad de La Unión
1.063.584;12;Aceites vegetales y grasas comestibles;"""Zabeth del Carmen Cerda Etchepare""";Municipalidad de Pitrufquén
815.052;1;Empanadas, tartas y pies;"""LIZETT MARIBEL VICUÑA RUIZ""";Municipalidad de Llanquihue
38.990;1;Aceites vegetales y grasas comestibles;"""Karina Marlene""";Municipalidad de Freirina
163.314;2;Aceites vegetales y grasas comestibles;"""Rodrigo Javier""";Municipalidad de Salamanca
2.706.922;2;Aceites vegetales y grasas comestibles;"""Supermercado Arancibia-II""";Municipalidad de Cabildo
68.692;1;Grasas y aceites animales comestibles;"""SUPERMERCADO LA MUNDIAL""";Municipalidad de Loncoche
168.853;2;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""SUPERMERCADO LA MUNDIAL""";Municipalidad de Loncoche
1.293.016;2;Acompañamientos preparados;"""MARCIA CAQUEO ARANIBAR""";Municipalidad de Pozo al Monte
576.081;6;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""DISTRIBUIDORA REGIONAL VALDIVIA LTDA.""";Municipalidad de La Unión
262.046;1;Grasas y aceites animales comestibles;"""Zabeth del Carmen Cerda Etchepare""";Municipalidad de Nueva Imperial
506.775;1;Aceites vegetales y grasas comestibles;"""BRIO""";Municipalidad de Punitaqui
23.022.610;62;Bebidas y comidas infantiles;"""FARMACIA STEP""";Municipalidad de Los Ángeles
12.822.766;5;Aceites vegetales y grasas comestibles;"""Servicios Integrados Sidapt Ltda.""";Municipalidad de Villa Alemana
338.763;1;Empanadas, tartas y pies;"""Cocteleria y banqueteria """;Municipalidad de Colbún
1.758.640;6;Aceites vegetales y grasas comestibles;"""Victor Rosales Comercializadora E.I.R.L""";Municipalidad de San Pedro de la Paz
351.223;1;Empanadas, tartas y pies;"""RESTAURANT ANITA""";Municipalidad de Pozo al Monte
80.303;1;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""ELSA BELTRAN ROCHA Y CIA. LTDA.""";Municipalidad de Purén
1.706.367;3;Aceites vegetales y grasas comestibles;"""Redoffice""";Municipalidad de Recoleta
461.465;4;Empanadas, tartas y pies;"""RESTAURANT EL POLLO DORADO""";Municipalidad de Alto del Carmen
1.225.948;5;Aceites vegetales y grasas comestibles;"""Comercial Sucesion Jorge Abad""";Municipalidad de Lumaco
350.548;1;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""ABATTE OFFICITY""";Municipalidad de Colina
4.243.367;72;Bebidas y comidas infantiles;"""Donde Juanito""";Municipalidad de Lonquimay
65.473;1;Acompañamientos preparados;"""Patty""";Municipalidad de Salamanca
5.158.713;11;Aceites vegetales y grasas comestibles;"""Gustavo Hernan """;Municipalidad de Paredones
3.232.524;42;Empanadas, tartas y pies;"""Jocelyn Ines""";Municipalidad de Monte Patria
567.629;1;Bebidas y comidas infantiles;"""ELINA FLORINDA""";Municipalidad de Tirúa
97.940;1;Aceites vegetales y grasas comestibles;"""NATALIA  INES""";Municipalidad de Lonquimay
852.629;3;Aceites vegetales y grasas comestibles;"""Alejandra""";Municipalidad de Los Álamos
447.347;1;Empanadas, tartas y pies;"""Amasanderia Camila """;Municipalidad de Empedrado
184.515;1;Aceites vegetales y grasas comestibles;"""Norplastic""";Municipalidad de Copiapo
300.272;1;Aceites vegetales y grasas comestibles;"""DIMERC S.A.""";Municipalidad de Valdivia
217.124;1;Bebidas y comidas infantiles;"""RIGBERTO ALFREDO""";Municipalidad de Nacimiento
906.127;4;Empanadas, tartas y pies;"""Amelia del Carmen""";Municipalidad de Copiapo
1.540.385;1;Aceites vegetales y grasas comestibles;"""Redoffice""";Municipalidad de Dalcahue
300.242;2;Acompañamientos preparados;"""Anyela fernanda""";Municipalidad de Colbún
311.254;3;Bebidas y comidas infantiles;"""ORIETTA""";Municipalidad de Longaví
253.104;1;Ensaladas preparadas;"""COMERCIAL SOLO FRESCO SA""";Municipalidad de La Calera
58.810;1;Bebidas y comidas infantiles;"""ComercialrRossy""";Municipalidad de Cabrero
481.711;1;Aceites vegetales y grasas comestibles;"""DIMERC S.A.""";Municipalidad de San Antonio
78.484;1;Aceites vegetales y grasas comestibles;"""Raul Antonio""";Municipalidad de Salamanca
4.929.256;34;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""SARA""";Municipalidad de Pichidegua
131.553;1;Bebidas y comidas infantiles;"""Yohanna Soledad""";Municipalidad de Arauco
323.419;1;Empanadas, tartas y pies;"""pasteleria tatiyan Ltda.""";Municipalidad de Cabrero
183.097;1;Empanadas, tartas y pies;"""alimentosjuana""";Municipalidad de Rio Hurtado
792.388;1;Aceites vegetales y grasas comestibles;"""Redoffice""";Municipalidad de Chañaral
213.535;1;Grasas y aceites animales comestibles;"""Pablo Agustin""";Municipalidad de Molina
536.080;3;Grasas y aceites animales comestibles;"""Super-Quemchi""";Municipalidad de Ranquil
4.488.104;3;Acompañamientos preparados;"""Manuel Navarro Gomez""";Municipalidad de Paillaco
991.796;2;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""RED OFFICE SUR LTDA.""";Municipalidad de Renaico
521.154;1;Acompañamientos preparados;"""Restaurant Asador del Ranco""";Municipalidad de La Unión
280.504;2;Aceites vegetales y grasas comestibles;"""PRISA S.A.""";Municipalidad de Illapel
1.803.907;2;Grasas y aceites animales comestibles;"""Supermercado San Roberto""";Municipalidad de Navidad
1.317.906;1;Bebidas y comidas infantiles;"""JUAN MANUEL""";Municipalidad de Monte Patria
704.486;4;Aceites vegetales y grasas comestibles;"""DIMERC S.A.""";Municipalidad de La Unión
1.565.907;6;Empanadas, tartas y pies;"""CONSULTORA SERGIO CACERES E.I.R.L.""";Municipalidad de Pelarco
5.343.193;11;Acompañamientos preparados;"""Gustavo Hernan """;Municipalidad de Paredones
840.448;1;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""Luvaly SPA""";Municipalidad de Renaico
7.509.582;26;Bebidas y comidas infantiles;"""Ercilia Miranda Cisterna""";Municipalidad de Pichilemu
3.529.018;4;Ensaladas preparadas;"""alejandra nataly""";Municipalidad de Calbuco
449.829;4;Grasas y aceites animales comestibles;"""DISTRIBUIDORA REGIONAL VALDIVIA LTDA.""";Municipalidad de La Unión
38.761;1;Aceites vegetales y grasas comestibles;"""RED OFFICE SUR LTDA.""";Municipalidad de Pitrufquén
2.074.703;3;Empanadas, tartas y pies;"""MAKOLY""";Municipalidad de Pozo al Monte
873.066;1;Aceites vegetales y grasas comestibles;"""Abastecedora del Comercio Ltda.""";Municipalidad de General Lagos
561.993;2;Grasas y aceites animales comestibles;"""supermercado los aromos""";Municipalidad de Florida
219.510;4;Empanadas, tartas y pies;"""William Ijha Telgie""";Municipalidad de Chillán Viejo
4.795.238;3;Aceites vegetales y grasas comestibles;"""Redoffice""";Municipalidad de Ovalle
391.481;4;Acompañamientos preparados;"""ComercialrRossy""";Municipalidad de Chillán Viejo
217.948;1;Bebidas y comidas infantiles;"""Banqueteria Bon Appetit""";Municipalidad de Arica
1.404.183;2;Aceites vegetales y grasas comestibles;"""DISTRIBUIDORA Y COMERCIAL DIMAK LIMITADA""";Municipalidad de La Unión
1.682.978;3;Aceites vegetales y grasas comestibles;"""PRISA S.A.""";Municipalidad de Curacaví
107.936;1;Empanadas, tartas y pies;"""Francisco Adelmo""";Municipalidad de Peralillo
1.159.095;7;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""Super-Quemchi""";Municipalidad de Ranquil
352.970;1;Empanadas, tartas y pies;"""ALBINA """;Municipalidad de Combarbalá
1.589.750;3;Empanadas, tartas y pies;"""las delicias""";Municipalidad de Putre
273.030;1;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""MARCELO FERNANDO GAJARDO MENDOZA""";Municipalidad de Mulchén
459.538;2;Acompañamientos preparados;"""COMERCIAL SOLO FRESCO SA""";Municipalidad de Las Condes
264.920;2;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""DIMERC S.A.""";Municipalidad de San Felipe
1.746.417;3;Aceites vegetales y grasas comestibles;"""SUPERMERCADO SAN RAFAEL""";Municipalidad de San Fernando
172.330;1;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""PANADERIA SAN JOSE""";Municipalidad de San Clemente
573.223;5;Empanadas, tartas y pies;"""ANDREA PINILLA LLANOS E.I.R.L.""";Municipalidad de Futaleufú
297.992;2;Acompañamientos preparados;"""Alex Hernandez Rojas""";Municipalidad de Colbún
670.802;1;Grasas y aceites animales comestibles;"""SORAYA ANICH ALLEL""";Municipalidad de Rio Hurtado
1.381.391;1;Grasas y aceites animales comestibles;"""MILDREN MUÑOZ GUTIERREZ""";Municipalidad de Hualqui
308.986;3;Bebidas y comidas infantiles;"""ELSA BELTRAN ROCHA Y CIA. LTDA.""";Municipalidad de Lumaco
143.039;1;Empanadas, tartas y pies;"""pasteleria tatiyan Ltda.""";Municipalidad de Negrete
2.642.723;2;Empanadas, tartas y pies;"""Panadería y Pastelería María Teresa""";Municipalidad de Los Álamos
2.925.016;22;Empanadas, tartas y pies;"""CARLOS""";Municipalidad de Combarbalá
36.357;1;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""Redoffice""";Municipalidad de Zapallar
26.128;1;Aceites vegetales y grasas comestibles;"""PRISA S.A.""";Municipalidad de Zapallar
2.870.150;3;Aceites vegetales y grasas comestibles;"""COMERCIAL SOLO FRESCO SA""";Municipalidad de Huechuraba
7.306.343;36;Empanadas, tartas y pies;"""ComercialrRossy""";Municipalidad de Cabrero
1.970.283;3;Bebidas y comidas infantiles;"""Abbott Laboratories de Chile Ltda.""";Municipalidad de Santa Bárbara
1.861.186;4;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""Luvaly SPA""";Municipalidad de Puerto Montt
103.610;1;Aceites vegetales y grasas comestibles;"""Victor Rosales Comercializadora E.I.R.L""";Municipalidad de Curanilahue
1.744.651;2;Aceites vegetales y grasas comestibles;"""Mantenciones y negocios del Sur Ltda.		 """;Municipalidad de Puerto Varas
13.003.739;10;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""Supermercado San Roberto""";Municipalidad de Navidad
113.986;1;Bebidas y comidas infantiles;"""LOSENCINOS""";Municipalidad de Peralillo
848.517;2;Aceites vegetales y grasas comestibles;"""Punto Rabie""";Municipalidad de Monte Patria
796.704;1;Empanadas, tartas y pies;"""Productora de Eventos iC""";Municipalidad de Pencahue
423.130;4;Aceites vegetales y grasas comestibles;"""ComercialrRossy""";Municipalidad de Chillán Viejo
28.034;1;Ensaladas preparadas;"""RED OFFICE SUR LTDA.""";Municipalidad de Osorno
84.156;1;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""Alda Nora""";Municipalidad de Cisnes
167.125;4;Empanadas, tartas y pies;"""SUPERMERCADO AGUAS AZULES""";Municipalidad de Los Muermos
830.273;4;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""CLAUDIA ANDREA SALDIVIA VIDAL""";Municipalidad de Coyhaique
303.690;5;Aceites vegetales y grasas comestibles;"""Manuel Navarro Gomez""";Municipalidad de Paillaco
1.372.896;5;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""OMAR ALEJANDRO""";Municipalidad de Cauquenes
5.565.418;6;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""DISTRIBUIDORA Y COMERCIAL DIMAK LIMITADA""";Municipalidad de Fresia
159.069;4;Aceites vegetales y grasas comestibles;"""Luvaly SPA""";Municipalidad de Freire
604.854;2;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""FELICINDA ROMERO""";Municipalidad de Camarones
108.448;1;Empanadas, tartas y pies;"""manuel antonio""";Municipalidad de Curarrehue
5.317.766;15;Empanadas, tartas y pies;"""ximena Ibacache robles""";Municipalidad de Rio Hurtado
26.445.333;4;Aceites vegetales y grasas comestibles;"""Servicios Integrados Sidapt Ltda.""";Municipalidad de La Cruz
947.174;3;Aceites vegetales y grasas comestibles;"""CLAUDIA ANDREA VALDEBENITO ABURTO""";Municipalidad de La Unión
2.645.629;3;Empanadas, tartas y pies;"""Cristian Ortiz""";Municipalidad de Peralillo
1.637.465;5;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""DIMERC S.A.""";Municipalidad de Concón
2.860.710;4;Empanadas, tartas y pies;"""Bernardino Antonio""";Municipalidad de Yerbas Buenas
150.304;1;Bebidas y comidas infantiles;"""victoria  carreno""";Municipalidad de Pudahuel
1.586.539;9;Aceites vegetales y grasas comestibles;"""NOELLY ISABEL ALMENDRAS RIVEROS""";Municipalidad de Quilleco
229.885;1;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""DIMERC S.A.""";Municipalidad de Osorno
85.639;1;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""Redoffice""";Municipalidad de Lo Barnechea
5.355.803;8;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""COMERCIAL SOLO FRESCO SA""";Municipalidad de Recoleta
189.501;1;Grasas y aceites animales comestibles;"""VICTOR GREGORIO""";Municipalidad de Rio Hurtado
28.034;1;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""RED OFFICE SUR LTDA.""";Municipalidad de Osorno
7.448.321;2;Empanadas, tartas y pies;"""Sociedad Panificadora Santa Gema.""";Municipalidad de Maipú
364.143;3;Empanadas, tartas y pies;"""veronica janet""";Municipalidad de Navidad
585.828;2;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""san sebastian""";Municipalidad de Coyhaique
112.395;1;Empanadas, tartas y pies;"""Yessica  Concha   Roa""";Municipalidad de Futaleufú
582.582;1;Acompañamientos preparados;"""Robert Marcelo""";Municipalidad de Pelluhue
572.182;2;Bebidas y comidas infantiles;"""Cecilia Alvarez Uribe""";Municipalidad de Aysén
3.556.087;11;Acompañamientos preparados;"""Almacenes Eca""";Municipalidad de Cochrane
121.784;2;Aceites vegetales y grasas comestibles;"""Ecomark_Bulnes""";Municipalidad de Bulnes
570.134;2;Aceites vegetales y grasas comestibles;"""DISTRIBUIDORA Y COMERCIAL DIMAK LIMITADA""";Municipalidad de Angol
1.731.450;8;Aceites vegetales y grasas comestibles;"""maco""";Municipalidad de Los Lagos
2.110.894;14;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""DISTRIBUIDORA REGIONAL VALDIVIA LTDA.""";Municipalidad de Valdivia
1.851.728;11;Aceites vegetales y grasas comestibles;"""MANUEL PADILLA RODRIGUEZ""";Municipalidad de Pichilemu
515.948;4;Empanadas, tartas y pies;"""PAOLA PILAR""";Municipalidad de Valparaíso
70.175;1;Aceites vegetales y grasas comestibles;"""DISTRIBUIDORA MEDIKA LTDA.""";Municipalidad de Lota
619.200;1;Empanadas, tartas y pies;"""MARCIA GEMA""";Municipalidad de Curacaví
103.034;2;Bebidas y comidas infantiles;"""HELEN PATRICIA""";Municipalidad de Llanquihue
1.328.400;1;Ensaladas preparadas;"""rene mauricio""";Municipalidad de General Lagos
252.064;1;Empanadas, tartas y pies;"""Comercial Antuco""";Municipalidad de Quilleco
214.822;2;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""FM Proyectos e Inversiones SpA""";Municipalidad de La Granja
332.207;1;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""virginia tapia""";Municipalidad de Yerbas Buenas
104.676;1;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""SUPERMERCADO SAN RAFAEL""";Municipalidad de Chimbarongo
3.167.423;2;Acompañamientos preparados;"""Distribuidora BKN""";Municipalidad de Concón
229.835;1;Grasas y aceites animales comestibles;"""COMERCIAL WILSON RIVERA DIAZ E HIJAS LTDA.""";Municipalidad de Vicuña
133.630;1;Aceites vegetales y grasas comestibles;"""Luvaly SPA""";Municipalidad de Talca
2.912.111;3;Aceites vegetales y grasas comestibles;"""Servicios Integrados Sidapt Ltda.""";Municipalidad de San Bernardo
4.892.382;3;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""Distribuidora Galaz Ltda""";Municipalidad de Lota
175.654;2;Ensaladas preparadas;"""DIMERC S.A.""";Municipalidad de Copiapo
5.239.829;11;Aceites vegetales y grasas comestibles;"""Adolfo segundo""";Municipalidad de Pitrufquén
639.356;1;Bebidas y comidas infantiles;"""MILDREN MUÑOZ GUTIERREZ""";Municipalidad de Hualqui
203.339;1;Empanadas, tartas y pies;"""MARGOT""";Municipalidad de Quirihue
1.240.453;1;Grasas y aceites animales comestibles;"""su-yin anyelina""";Municipalidad de Arica
139.522;1;Empanadas, tartas y pies;"""MARIO""";Municipalidad de Freirina
240.451;2;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""Victor Rosales Comercializadora E.I.R.L""";Municipalidad de San Carlos
163.665;1;Aceites vegetales y grasas comestibles;"""HUERTOS DEL SUR""";Municipalidad de San Felipe
2.663.180;1;Aceites vegetales y grasas comestibles;"""Redoffice""";Municipalidad de Huasco
